floor,fee,management_fee,deposit,gratuity,madori,menseki,years_built,floors,walking_time_from_jr_akabane,sold
1,5.3,5000.0,6.6,5.3,0,232.0,51.0,2,13.0,3
1,5.3,1000.0,6.6,7.0,1,202.0,51.0,2,13.0,3
8,4.7,5000.0,6.6,7.0,1,19.872,21.0,2,13.0,0
1,5.3,1000.0,6.6,7.0,9,19.442,51.0,2,12.0,0
1,5.3,5000.0,6.6,5.3,1,202.0,51.0,2,12.0,0
8,5.3,5000.0,6.6,7.0,1,16.612,31.0,2,15.0,0
8,5.3,5000.0,6.6,7.0,9,202.0,31.0,2,15.0,0
8,5.5,5000.0,6.6,7.0,9,18.52,31.0,2,15.0,0
8,5.0,5000.0,6.6,7.0,1,19.872,20.0,2,13.0,0
8,5.1,5000.0,6.6,7.0,1,19.872,20.0,2,13.0,0
1,4.8,5000.0,6.6,7.0,1,19.872,20.0,2,13.0,0
8,5.3,5000.0,5.3,5.3,9,19.62,35.0,2,13.0,0
8,5.3,5000.0,5.3,5.3,9,19.652,35.0,2,13.0,3
1,5.5,5000.0,5.5,5.5,1,12.962,38.0,2,12.0,3
1,5.3,5000.0,5.3,5.3,9,16.22,38.0,2,12.0,3
8,5.5,5000.0,6.6,5.5,1,25.922,47.0,3,15.0,0
8,5.8,5000.0,6.6,5.8,0,26.42,47.0,3,15.0,0
8,5.37,1300.0,5.37,5.37,1,20.462,44.0,2,10.0,0
8,5.2,3000.0,6.6,7.0,1,17.322,56.0,3,14.0,3
8,5.5,3000.0,6.6,7.0,1,192.0,56.0,3,14.0,3
10,5.5,5000.0,6.6,5.5,9,17.012,39.0,4,11.0,3
10,5.5,5000.0,6.6,5.5,1,18.562,39.0,4,11.0,3
10,5.2,3000.0,6.6,7.0,9,18.562,39.0,4,11.0,0
8,5.5,5000.0,5.5,7.0,1,17.732,42.0,2,15.0,0
1,5.2,3000.0,6.6,7.0,1,162.0,34.0,2,20.0,0
8,5.35,2500.0,6.6,5.35,1,19.642,38.0,3,13.0,0
1,5.2,5000.0,6.6,5.2,1,19.872,17.0,2,13.0,0
1,5.1,5000.0,6.6,5.1,1,19.872,17.0,2,13.0,0
8,5.3,5000.0,6.6,5.3,1,19.872,17.0,2,13.0,0
8,5.4,5000.0,6.6,5.4,1,19.872,17.0,2,13.0,0
1,5.3,3000.0,6.6,7.0,1,13.612,2.0,3,18.0,0
1,5.5,3000.0,6.6,7.0,1,14.262,2.0,3,18.0,0
8,5.6,5000.0,6.6,7.0,1,122.0,37.0,2,7.0,0
1,5.2,5000.0,6.6,7.0,1,20.282,17.0,2,13.0,0
8,5.4,5000.0,6.6,7.0,1,20.282,17.0,2,13.0,0
8,5.2,5000.0,6.6,5.2,1,20.282,20.0,2,13.0,0
1,5.4,3000.0,6.6,7.0,9,16.52,68.0,2,10.0,0
1,5.3,4000.0,6.6,7.0,9,10.542,2.0,2,30.0,0
8,5.5,4000.0,6.6,7.0,9,10.542,2.0,2,30.0,0
8,5.8,5000.0,2.9,2.9,1,18.782,30.0,2,16.0,3
1,9.2,5000.0,4.6,4.6,4,34.782,30.0,2,16.0,3
1,9.8,1000.0,4.9,4.9,3,34.52,30.0,2,16.0,3
8,5.6,2000.0,5.6,7.0,1,20.462,36.0,2,11.0,0
8,5.5,3000.0,2.75,5.5,9,20.462,15.0,4,13.0,0
1,5.7,5000.0,6.6,7.0,1,20.282,17.0,2,13.0,0
8,5.3,5000.0,6.6,7.0,1,20.282,17.0,2,13.0,0
8,5.9,5000.0,6.6,7.0,1,20.282,17.0,2,13.0,0
8,5.8,5000.0,5.8,5.8,9,18.232,31.0,2,9.0,0
9,5.5,3000.0,5.5,7.0,1,15.252,30.0,3,15.0,3
9,5.7,3000.0,6.6,7.0,9,18.172,30.0,3,15.0,3
8,5.4,5000.0,6.6,7.0,1,19.872,19.0,2,13.0,0
9,5.2,7000.0,6.6,7.0,1,19.872,17.0,3,13.0,0
9,5.8,2000.0,5.8,7.0,1,21.62,34.0,3,17.0,0
8,8.8,2000.0,8.8,7.0,3,38.342,34.0,3,17.0,0
1,6.0,5000.0,6.0,7.0,1,25.262,45.0,2,15.0,0
8,6.0,5000.0,6.0,7.0,1,25.262,45.0,2,15.0,0
1,6.0,1000.0,6.0,6.0,0,24.12,39.0,2,13.0,3
1,5.9,1000.0,5.9,5.9,0,24.12,39.0,2,13.0,3
1,6.0,5000.0,6.0,7.0,1,232.0,37.0,2,11.0,0
1,6.0,5000.0,6.0,7.0,1,22.312,37.0,2,10.0,0
1,6.0,5000.0,6.6,7.0,1,232.0,53.0,2,14.0,0
1,5.7,3000.0,6.6,7.0,1,21.292,8.0,2,13.0,3
8,5.9,3000.0,3.0,3.0,1,21.292,8.0,2,13.0,3
8,5.8,3000.0,3.0,3.0,1,21.092,8.0,2,13.0,3
9,6.0,5000.0,6.6,7.0,1,212.0,33.0,3,18.0,0
9,6.3,5000.0,6.6,7.0,1,212.0,33.0,3,18.0,0
9,6.0,5000.0,6.0,6.0,9,202.0,34.0,4,19.0,0
8,5.5,5000.0,6.6,7.0,1,19.872,20.0,2,13.0,0
1,5.8,2000.0,5.8,7.0,1,19.442,27.0,2,22.0,0
1,5.37,6300.0,6.6,7.0,1,192.0,52.0,2,12.0,3
9,6.0,2000.0,6.6,6.0,1,162.0,32.0,3,16.0,3
9,6.0,5000.0,6.6,6.0,1,162.0,32.0,3,16.0,3
9,6.0,2000.0,6.0,7.0,1,15.842,33.0,3,13.0,0
9,6.0,5000.0,6.0,7.0,1,182.0,33.0,3,13.0,0
10,6.0,5000.0,6.6,7.0,9,16.672,34.0,4,3.0,3
1,5.75,3500.0,6.6,7.0,9,12.442,5.0,2,13.0,3
1,5.75,4000.0,6.6,7.0,9,12.442,5.0,2,13.0,3
1,5.65,3500.0,6.6,7.0,9,12.262,5.0,2,13.0,3
1,5.75,3500.0,6.6,7.0,9,12.262,5.0,2,13.0,3
1,5.8,3000.0,6.6,7.0,1,252.0,17.0,3,13.0,3
8,6.5,3000.0,6.6,7.0,9,302.0,17.0,3,13.0,3
8,6.1,1000.0,6.6,7.0,1,20.212,36.0,2,10.0,3
8,6.0,1000.0,6.6,7.0,1,20.22,36.0,2,10.0,3
1,6.0,1000.0,6.6,7.0,1,20.22,36.0,2,10.0,3
1,6.1,5000.0,6.1,7.0,9,19.82,26.0,2,7.0,0
8,6.5,1000.0,6.5,7.0,9,20.52,26.0,2,7.0,0
8,6.5,2000.0,6.5,7.0,1,19.82,26.0,2,7.0,0
9,5.4,7000.0,6.6,7.0,1,19.872,15.0,3,13.0,0
1,5.6,5000.0,6.6,7.0,9,15.892,5.0,4,13.0,0
1,5.6,5000.0,6.6,7.0,9,16.282,5.0,4,13.0,0
1,6.0,2000.0,6.0,7.0,9,18.52,36.0,4,10.0,0
10,9.3,3000.0,9.3,7.0,3,39.542,36.0,4,10.0,0
8,9.3,3000.0,9.3,7.0,3,39.542,36.0,4,10.0,0
8,6.2,5000.0,6.2,7.0,9,18.32,35.0,3,10.0,0
8,6.2,5000.0,6.2,6.2,9,16.912,32.0,2,14.0,0
8,5.9,3000.0,6.6,7.0,1,22.412,6.0,2,13.0,0
8,6.1,1000.0,6.1,7.0,1,21.422,22.0,2,17.0,0
8,6.2,1000.0,6.2,6.2,1,21.422,22.0,2,17.0,0
8,5.8,4000.0,6.6,7.0,9,12.722,7.0,2,17.0,0
8,5.8,4000.0,6.6,5.8,9,12.722,7.0,2,17.0,0
9,6.3,3000.0,6.6,7.0,1,19.262,39.0,3,16.0,0
1,6.0,3000.0,6.6,7.0,1,21.92,39.0,3,16.0,0
1,6.0,3000.0,6.6,7.0,1,202.0,33.0,3,17.0,3
8,6.0,3000.0,6.0,7.0,1,20.542,28.0,3,23.0,0
9,5.6,7000.0,6.6,5.6,1,19.872,20.0,3,13.0,0
8,5.6,7000.0,6.6,7.0,1,19.872,20.0,3,13.0,0
8,6.0,3000.0,6.6,7.0,9,11.182,6.0,3,13.0,0
8,6.9,4000.0,6.6,7.0,9,14.352,6.0,3,13.0,0
8,5.95,4000.0,6.6,5.95,9,15.12,6.0,2,24.0,3
1,5.95,4000.0,6.6,5.95,9,13.532,6.0,2,8.0,0
1,5.95,4000.0,6.6,5.95,9,13.532,6.0,2,10.0,3
8,6.2,2000.0,6.6,7.0,4,37.32,34.0,2,46.0,3
1,6.0,4000.0,6.6,6.0,9,12.392,7.0,2,10.0,0
8,6.1,4000.0,6.6,6.1,9,12.392,7.0,2,10.0,0
8,6.1,4000.0,6.6,7.0,9,11.412,7.0,2,11.0,0
8,6.1,3500.0,6.6,6.1,9,11.412,7.0,2,11.0,0
8,6.15,3500.0,6.6,6.15,9,11.142,6.0,2,8.0,0
8,6.15,4000.0,6.6,6.15,9,11.142,6.0,2,8.0,0
1,6.05,4000.0,6.6,6.05,9,10.22,6.0,2,8.0,0
8,6.2,3000.0,6.2,7.0,3,40.22,38.0,2,13.0,0
9,6.5,5000.0,6.5,7.0,0,252.0,35.0,3,8.0,3
1,6.5,5000.0,6.6,7.0,1,24.452,33.0,3,12.0,0
1,4.8,3000.0,6.6,7.0,9,13.72,20.0,2,16.0,0
1,4.98,3000.0,6.6,7.0,9,11.372,7.0,2,10.0,0
8,5.3,5000.0,5.3,7.0,1,15.752,29.0,2,15.0,0
1,5.3,5000.0,5.3,5.3,9,14.712,29.0,2,15.0,0
8,5.3,5000.0,5.3,5.3,9,14.712,29.0,2,15.0,0
8,5.5,5000.0,5.5,7.0,1,172.0,29.0,2,15.0,0
1,5.6,5000.0,5.6,7.0,9,172.0,29.0,2,15.0,0
1,5.7,5000.0,5.7,7.0,9,14.712,29.0,2,15.0,0
8,5.9,3000.0,3.0,3.0,1,21.292,8.0,2,13.0,0
1,5.7,3000.0,6.6,7.0,1,21.292,8.0,2,13.0,0
9,6.1,5000.0,6.1,6.1,1,18.72,36.0,3,7.0,0
8,5.95,3500.0,6.6,7.0,9,11.222,3.0,2,13.0,0
9,6.1,7000.0,6.6,6.1,1,26.082,13.0,3,13.0,0
8,7.6,3000.0,6.6,7.0,1,23.592,23.0,2,6.0,0
8,8.0,5000.0,8.0,7.0,4,36.022,31.0,2,7.0,0
8,7.7,3000.0,7.7,7.0,1,24.782,15.0,3,12.0,0
15,8.6,5000.0,6.6,8.6,1,25.572,16.0,11,11.0,0
14,7.5,9000.0,7.5,11.25,1,25.522,16.0,11,11.0,0
12,7.8,5000.0,6.6,7.0,1,25.522,16.0,11,11.0,0
9,8.2,3000.0,6.6,7.0,1,20.082,6.0,3,7.0,0
1,8.1,5500.0,6.6,8.1,1,22.752,4.0,2,13.0,0
9,8.5,3000.0,8.5,8.5,9,282.0,24.0,3,8.0,0
8,8.5,3000.0,8.5,8.5,9,28.22,24.0,3,8.0,0
9,8.5,3000.0,8.5,8.5,9,252.0,24.0,3,8.0,0
8,8.5,3000.0,8.5,8.5,9,30.22,24.0,3,8.0,0
11,17.1,12000.0,17.1,17.1,5,55.682,3.0,5,17.0,0
8,8.1,12000.0,8.1,8.1,1,25.522,3.0,5,17.0,0
10,8.2,12000.0,8.2,8.2,1,25.522,3.0,5,17.0,0
8,8.3,8000.0,6.6,8.3,1,25.752,5.0,5,23.0,0
8,8.05,12000.0,8.05,8.05,1,26.362,4.0,5,19.0,0
14,8.25,15000.0,6.6,8.25,1,25.82,3.0,12,13.0,0
4,8.45,10000.0,6.6,8.45,1,25.592,10.0,13,23.0,0
9,17.0,16000.0,6.6,7.0,5,56.092,2.0,14,24.0,0
10,8.7,10000.0,6.6,7.0,1,25.582,2.0,14,24.0,0
8,9.8,10000.0,9.8,9.8,0,25.242,1.0,10,13.0,0
9,9.9,10000.0,9.9,9.9,1,28.172,4.0,7,8.0,0
12,10.1,10000.0,10.1,10.1,1,25.772,4.0,7,8.0,0
8,13.05,4200.0,26.1,7.0,2,50.692,18.0,9,11.0,0
9,12.98,4200.0,25.96,7.0,2,50.282,18.0,9,11.0,0
12,13.5,15000.0,6.6,13.5,3,44.652,6.0,6,8.0,0
13,17.0,5000.0,17.0,17.0,7,60.232,27.0,8,9.0,0
15,20.4,12000.0,20.4,20.4,5,55.022,5.0,11,10.0,0
8,5.2,5000.0,6.6,7.0,1,17.322,56.0,3,14.0,0
8,5.5,3000.0,6.6,7.0,1,202.0,56.0,3,14.0,0
8,5.5,5000.0,6.6,7.0,1,192.0,56.0,3,14.0,0
8,5.2,3000.0,6.6,7.0,1,182.0,56.0,3,14.0,0
1,5.2,1000.0,5.2,5.2,1,23.52,46.0,2,18.0,0
10,5.0,3000.0,5.0,7.0,1,16.462,33.0,5,13.0,0
11,5.1,2000.0,5.1,7.0,1,13.972,36.0,5,4.0,0
8,5.1,5000.0,6.6,5.1,1,20.282,19.0,2,13.0,0
8,5.1,5000.0,6.6,5.1,1,19.872,18.0,2,13.0,0
8,5.5,5000.0,6.6,7.0,1,20.282,19.0,2,13.0,0
1,6.3,1500.0,6.6,7.0,1,19.832,43.0,2,8.0,0
8,6.5,5000.0,6.6,7.0,1,22.682,55.0,3,10.0,0
8,6.4,3000.0,6.4,7.0,9,18.022,4.0,3,29.0,0
8,7.0,5000.0,7.0,7.0,1,24.752,31.0,3,23.0,0
8,7.0,1000.0,7.0,7.0,0,28.322,39.0,2,15.0,0
8,7.0,1000.0,7.0,7.0,0,282.0,44.0,2,18.0,0
8,7.3,7000.0,6.6,7.3,1,21.532,7.0,4,13.0,0
9,7.8,3000.0,7.8,7.8,3,39.742,32.0,3,57.0,0
11,8.85,10000.0,6.6,7.0,1,27.662,3.0,5,20.0,0
12,10.1,10000.0,10.1,10.1,1,25.772,4.0,7,7.0,0
9,9.9,10000.0,9.9,9.9,1,28.172,4.0,7,7.0,0
5,14.0,10000.0,14.0,14.0,3,55.422,22.0,11,12.0,0
13,16.5,5000.0,16.5,16.5,7,68.182,46.0,11,5.0,0
1,4.1,2000.0,6.6,7.0,1,14.82,34.0,2,25.0,0
9,4.5,5000.0,6.6,7.0,9,182.0,40.0,3,13.0,0
9,4.4,2000.0,6.6,7.0,1,12.472,21.0,3,30.0,0
8,4.3,2000.0,6.6,7.0,1,12.262,21.0,3,30.0,0
8,4.5,3000.0,6.6,7.0,9,11.282,20.0,2,11.0,0
1,4.8,3000.0,6.6,7.0,9,13.72,20.0,2,11.0,0
1,5.0,5000.0,6.6,7.0,9,232.0,62.0,2,13.0,0
1,4.9,5000.0,6.6,7.0,9,232.0,62.0,2,13.0,0
1,5.0,5000.0,6.6,7.0,1,232.0,62.0,2,13.0,0
8,4.7,2000.0,4.7,7.0,9,15.632,12.0,2,14.0,0
8,4.9,5000.0,6.6,7.0,9,11.162,35.0,2,10.0,0
8,5.1,5000.0,6.6,7.0,9,12.152,35.0,2,10.0,0
1,5.0,5000.0,5.0,7.0,9,16.772,29.0,2,22.0,0
8,5.5,5000.0,6.6,7.0,9,182.0,31.0,2,15.0,0
1,5.0,3000.0,5.0,7.0,1,18.332,28.0,2,13.0,0
1,5.2,2000.0,6.6,7.0,1,22.972,38.0,2,13.0,0
11,5.5,5000.0,6.6,7.0,9,17.612,36.0,5,12.0,0
8,5.7,5000.0,5.7,7.0,9,16.022,36.0,5,12.0,0
1,5.5,5000.0,5.5,7.0,1,23.52,37.0,3,20.0,0
8,5.3,3000.0,5.3,7.0,1,182.0,37.0,3,20.0,0
8,5.5,5000.0,5.5,7.0,1,182.0,37.0,3,20.0,0
9,5.1,5500.0,6.6,7.0,9,17.432,32.0,4,14.0,0
10,4.8,10000.0,4.8,7.0,9,17.162,32.0,4,14.0,0
9,5.1,5500.0,6.6,7.0,9,17.432,32.0,4,17.0,0
9,5.7,5000.0,6.6,7.0,9,22.822,36.0,4,10.0,0
1,5.4,3000.0,6.6,5.4,1,13.492,8.0,2,12.0,0
1,5.4,3000.0,6.6,5.4,9,11.222,8.0,2,12.0,0
1,6.0,5000.0,6.0,7.0,0,24.332,45.0,2,18.0,0
8,5.7,3000.0,5.7,5.7,9,17.782,33.0,2,18.0,0
8,6.0,3000.0,6.0,6.0,1,192.0,33.0,2,18.0,0
9,6.3,5000.0,6.3,6.3,1,18.72,36.0,3,7.0,0
9,6.0,2000.0,6.0,7.0,1,15.842,33.0,3,14.0,0
9,6.0,5000.0,6.0,7.0,1,182.0,33.0,3,14.0,0
1,5.6,4000.0,6.6,5.6,9,12.722,7.0,2,18.0,0
8,5.8,4000.0,6.6,7.0,9,12.722,7.0,2,18.0,0
1,5.6,4000.0,6.6,5.6,9,12.722,7.0,2,17.0,0
1,5.8,3000.0,5.8,7.0,1,212.0,29.0,2,30.0,0
8,6.5,5000.0,6.5,7.0,9,19.82,26.0,2,9.0,0
1,6.1,5000.0,6.1,7.0,9,19.82,26.0,2,9.0,0
8,6.5,2000.0,6.5,7.0,9,19.82,26.0,2,9.0,0
8,6.0,2000.0,6.6,7.0,1,262.0,35.0,3,10.0,0
9,5.8,4000.0,2.9,2.9,1,22.022,26.0,3,33.0,0
8,6.2,5000.0,6.2,7.0,9,15.52,24.0,3,8.0,0
1,6.3,5000.0,6.3,7.0,1,17.12,24.0,3,8.0,0
1,6.3,5000.0,6.3,7.0,9,15.52,24.0,3,8.0,0
9,6.3,5000.0,6.3,7.0,9,15.52,24.0,3,8.0,0
8,6.2,5000.0,6.2,7.0,9,15.52,24.0,3,6.0,0
1,6.3,5000.0,6.3,7.0,1,17.12,24.0,3,6.0,0
9,6.4,3000.0,6.4,6.4,1,20.542,28.0,3,23.0,0
9,5.9,5000.0,6.6,7.0,9,20.052,33.0,3,19.0,0
8,5.9,5000.0,6.6,5.9,1,19.872,18.0,2,13.0,0
1,6.3,2000.0,6.6,7.0,4,50.32,23.0,3,30.0,0
13,8.0,5000.0,8.0,7.0,0,31.72,32.0,7,29.0,0
9,6.0,5000.0,6.0,7.0,9,18.92,32.0,7,29.0,0
1,6.2,3000.0,6.6,6.2,1,20.72,25.0,3,5.0,0
8,6.3,2000.0,6.6,7.0,1,20.462,20.0,2,19.0,0
11,6.0,5000.0,6.0,6.0,9,18.272,31.0,6,8.0,0
11,6.0,5000.0,6.0,6.0,1,18.272,31.0,6,8.0,0
1,6.2,3000.0,6.6,7.0,1,16.472,3.0,3,15.0,0
8,6.5,500.0,6.5,6.5,4,28.922,45.0,2,16.0,0
1,6.15,4000.0,6.6,7.0,9,122.0,18.0,2,15.0,0
1,6.25,4000.0,6.6,7.0,9,12.12,18.0,2,15.0,0
1,6.15,4000.0,6.6,7.0,9,12.12,18.0,2,15.0,0
1,6.3,4000.0,6.6,7.0,9,12.12,18.0,2,15.0,0
8,6.35,4000.0,6.6,7.0,9,122.0,18.0,2,15.0,0
1,6.35,4000.0,6.6,7.0,9,12.12,18.0,2,15.0,0
8,6.4,4000.0,6.6,7.0,9,122.0,18.0,2,15.0,0
1,6.45,4000.0,6.6,7.0,9,13.12,18.0,2,15.0,0
8,6.45,4000.0,6.6,7.0,9,12.12,18.0,2,15.0,0
8,6.5,4000.0,6.6,7.0,9,12.12,18.0,2,15.0,0
1,6.4,2000.0,6.6,7.0,1,22.962,24.0,2,10.0,0
9,5.9,7000.0,6.6,5.9,1,20.812,15.0,3,13.0,0
8,6.2,4000.0,6.6,7.0,9,10.172,7.0,2,8.0,0
8,6.5,2000.0,6.5,6.5,1,26.22,17.0,2,31.0,0
1,6.6,1000.0,6.6,7.0,0,21.532,15.0,2,9.0,0
8,11.0,3000.0,6.6,7.0,2,35.282,18.0,3,19.0,0
1,6.5,3000.0,6.5,6.5,1,15.572,18.0,3,19.0,0
1,6.7,3000.0,6.6,7.0,1,18.842,18.0,3,19.0,0
1,6.9,3000.0,6.6,7.0,9,18.842,18.0,3,19.0,0
1,7.0,3000.0,7.0,7.0,1,18.842,18.0,3,19.0,0
8,11.2,3000.0,11.2,11.2,2,35.282,18.0,3,19.0,0
8,11.5,3000.0,11.5,11.5,2,35.282,18.0,3,19.0,0
10,6.9,5000.0,6.9,6.9,9,18.582,8.0,4,13.0,0
10,9.0,8000.0,9.0,9.0,1,35.062,8.0,4,13.0,0
8,6.5,3000.0,6.6,7.0,9,302.0,17.0,3,13.0,0
8,6.5,3000.0,6.5,7.0,1,28.352,38.0,4,13.0,0
12,6.4,5000.0,6.4,6.4,9,19.82,35.0,9,4.0,0
10,7.0,5000.0,7.0,7.0,9,19.82,35.0,9,4.0,0
14,7.2,5000.0,6.6,7.0,9,25.032,35.0,9,4.0,0
8,6.98,5000.0,6.98,7.0,9,14.162,39.0,5,12.0,0
8,10.3,2000.0,10.3,5.15,3,42.642,30.0,4,19.0,0
10,6.8,2000.0,6.8,3.4,1,24.62,30.0,4,19.0,0
8,10.3,3000.0,10.3,5.15,3,42.642,30.0,4,19.0,0
9,9.6,2000.0,9.6,9.6,4,34.962,37.0,3,7.0,0
9,10.9,2000.0,10.9,10.9,2,372.0,37.0,3,7.0,0
8,7.0,5000.0,7.0,7.0,3,37.882,44.0,3,17.0,0
1,6.9,3000.0,6.9,6.9,1,18.842,18.0,3,19.0,0
8,6.8,2000.0,6.8,7.0,1,20.232,49.0,3,17.0,0
8,7.0,2000.0,14.0,7.0,0,24.392,49.0,3,17.0,0
1,6.7,3000.0,6.6,7.0,1,22.352,18.0,2,13.0,0
8,6.8,2000.0,6.6,7.0,9,242.0,33.0,2,17.0,0
1,6.8,2000.0,6.8,6.8,0,21.622,19.0,2,14.0,0
1,6.8,2000.0,6.8,6.8,1,21.622,19.0,2,10.0,0
10,7.5,10500.0,6.6,7.5,9,18.152,32.0,11,2.0,0
12,6.5,5000.0,6.6,6.5,9,18.152,32.0,11,2.0,0
8,6.8,2000.0,6.6,7.0,1,20.252,18.0,3,12.0,0
1,6.8,2000.0,6.6,7.0,1,19.962,18.0,3,12.0,0
8,6.8,2000.0,6.8,6.8,1,18.322,22.0,3,20.0,0
1,6.6,4000.0,6.6,7.0,1,16.332,6.0,3,10.0,0
8,7.1,4000.0,6.6,7.0,1,16.662,6.0,3,10.0,0
1,6.65,4000.0,6.6,6.65,9,13.122,7.0,2,6.0,0
1,6.65,3500.0,6.6,6.65,9,13.122,7.0,2,6.0,0
8,6.8,3000.0,6.8,7.0,0,27.322,47.0,2,10.0,0
8,6.8,3000.0,6.6,7.0,0,27.322,47.0,2,10.0,0
8,7.0,1000.0,7.0,7.0,0,27.132,54.0,3,16.0,0
8,7.1,5000.0,7.1,7.1,1,252.0,21.0,3,15.0,0
8,7.4,5000.0,7.4,7.4,1,252.0,21.0,3,15.0,0
8,6.6,5000.0,6.6,7.0,1,23.192,29.0,2,12.0,0
9,7.2,2000.0,7.2,7.0,1,252.0,47.0,3,7.0,0
9,7.0,2000.0,7.0,7.0,1,252.0,47.0,3,7.0,0
8,7.3,2000.0,7.3,7.0,1,24.32,47.0,3,7.0,0
10,7.4,5000.0,6.6,7.0,1,242.0,52.0,4,5.0,0
9,7.2,5000.0,6.6,7.0,1,27.222,52.0,4,5.0,0
10,7.5,5000.0,7.5,7.0,1,222.0,52.0,4,5.0,0
10,6.4,8000.0,6.4,6.4,1,24.312,36.0,9,6.0,0
12,6.5,8000.0,6.5,6.5,9,24.312,36.0,9,6.0,0
15,6.7,8000.0,6.7,6.7,9,24.322,36.0,9,6.0,0
13,7.2,8000.0,7.2,7.2,9,24.842,36.0,9,6.0,0
14,7.3,8000.0,7.3,7.3,9,24.842,36.0,9,6.0,0
8,7.0,2000.0,6.6,7.0,1,23.62,19.0,2,13.0,0
8,5.25,21000.0,5.0,15.0,9,14.382,5.0,8,23.0,0
11,5.65,21000.0,5.0,15.0,9,14.382,5.0,8,23.0,0
12,5.75,21000.0,5.0,15.0,9,14.382,5.0,8,23.0,0
12,5.8,21000.0,5.0,15.0,9,14.672,5.0,8,23.0,0
14,5.95,21000.0,5.0,15.0,9,14.672,5.0,8,23.0,0
10,5.3,21000.0,5.0,15.0,9,14.382,5.0,8,23.0,0
10,5.35,21000.0,5.0,15.0,9,14.672,5.0,8,23.0,0
9,5.35,21000.0,5.0,15.0,9,14.382,5.0,8,23.0,0
10,5.5,21000.0,5.0,15.0,9,14.382,5.0,8,23.0,0
11,5.8,21000.0,5.0,15.0,9,14.382,5.0,8,23.0,0
13,5.85,21000.0,5.0,15.0,9,14.042,5.0,8,23.0,0
12,5.9,21000.0,5.0,15.0,9,14.382,5.0,8,23.0,0
14,5.95,21000.0,5.0,7.0,9,14.382,5.0,8,23.0,0
14,6.0,21000.0,5.0,7.0,9,14.672,5.0,8,23.0,0
14,6.1,21000.0,5.0,15.0,9,14.042,5.0,8,23.0,0
8,6.8,5000.0,6.8,7.0,1,27.262,26.0,7,15.0,0
1,6.9,4000.0,6.6,6.9,1,21.532,8.0,3,55.0,0
11,7.0,3000.0,7.0,7.0,1,19.562,26.0,6,5.0,0
10,6.8,5500.0,6.6,6.8,1,25.82,14.0,4,13.0,0
1,7.1,3000.0,7.1,7.1,1,27.182,15.0,2,13.0,0
1,7.3,3000.0,7.3,7.3,1,27.182,15.0,2,13.0,0
1,7.1,3000.0,7.1,7.1,9,27.182,15.0,2,16.0,0
8,7.4,5000.0,7.4,7.4,1,22.162,16.0,2,8.0,0
9,5.0,3000.0,7.7,8.1,1,17.832,45.0,3,13.0,0
8,3.5,3000.0,7.7,8.1,14,9.882,45.0,3,13.0,0
8,5.0,5000.0,5.0,8.1,1,21.872,53.0,2,10.0,0
1,4.98,3000.0,7.7,8.1,14,11.372,7.0,2,14.0,0
1,4.98,3000.0,7.7,8.1,14,11.372,7.0,2,10.0,5
1,4.7,8000.0,4.7,8.1,1,16.512,7.0,3,12.0,0
1,5.1,8000.0,5.1,8.1,1,16.512,7.0,3,12.0,0
1,5.7,8000.0,5.7,8.1,1,16.512,7.0,3,12.0,0
1,4.7,8000.0,4.7,8.1,1,16.512,7.0,3,12.0,5
1,5.7,8000.0,5.7,8.1,1,16.512,7.0,3,12.0,5
8,6.5,1000.0,6.5,8.1,14,20.52,26.0,2,9.0,5
1,6.1,5000.0,6.1,8.1,1,19.82,26.0,2,9.0,5
8,6.2,5000.0,6.2,8.1,14,202.0,26.0,2,9.0,5
8,6.5,2000.0,6.5,8.1,1,19.82,26.0,2,9.0,5
1,6.0,3000.0,7.7,8.1,1,212.0,33.0,3,18.0,0
1,6.0,3000.0,7.7,8.1,1,21.452,33.0,3,18.0,0
8,5.6,7000.0,7.7,8.1,1,19.872,15.0,3,13.0,5
8,5.7,7000.0,7.7,5.7,1,19.872,15.0,3,13.0,5
9,5.6,7000.0,7.7,8.1,1,19.872,15.0,3,13.0,5
9,5.7,7000.0,7.7,8.1,1,19.872,15.0,3,13.0,5
1,6.3,3000.0,7.7,8.1,14,17.462,19.0,4,13.0,5
9,6.5,3000.0,7.7,8.1,14,17.922,19.0,4,13.0,5
9,8.7,3000.0,7.7,8.1,1,33.112,19.0,4,13.0,5
8,6.3,3500.0,7.7,8.1,14,10.962,3.0,2,17.0,5
8,6.35,3500.0,7.7,8.1,14,10.562,3.0,2,17.0,5
8,6.4,3500.0,7.7,8.1,14,10.562,3.0,2,17.0,5
8,6.35,3500.0,7.7,8.1,14,10.962,3.0,2,17.0,5
8,6.45,3500.0,7.7,8.1,14,10.562,3.0,2,17.0,5
9,6.4,5000.0,7.7,8.1,1,19.692,21.0,6,18.0,5
1,7.0,5000.0,7.7,7.0,7,26.52,33.0,3,15.0,5
1,6.7,3000.0,6.7,6.7,1,22.352,18.0,2,13.0,5
8,6.9,3000.0,7.7,8.1,14,24.222,18.0,2,13.0,5
1,6.4,7000.0,7.7,6.4,1,20.282,18.0,3,13.0,5
12,7.0,6000.0,7.0,7.0,1,21.462,18.0,6,25.0,5
12,7.0,5000.0,7.0,7.0,1,21.462,18.0,6,25.0,5
10,6.3,10000.0,7.7,6.3,1,21.462,18.0,6,25.0,5
12,6.9,8000.0,6.9,8.1,1,23.062,18.0,6,25.0,5
